direction,M,R@1,R@5,R@10,R@20,MRR,valid_overlap_queries,candidate_recall,candidate_generation_misses,candidate_miss_rate,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,queries_per_sec,budget_fraction_500ms,budget_percent,speedup_vs_exhaustive,selected_stage8a,pareto_efficient
r1_r3,10,0.9339879978177852,0.9367157665030006,0.9367157665030006,0.9367157665030006,0.93485179123477,1833,0.9367157665030006,116,0.058,0.2563668126240372,0.2570115029811859,0.2978433622047305,0.3087884047999978,0.1924948301166296,0.6523169577121735,3900.660891963825,0.000512733625248,0.0512733625248074,415.3134638563317,False,True
r1_r3,20,0.955264593562466,0.9579923622476814,0.9596290234588108,0.9596290234588108,0.9565708916772748,1833,0.9596290234588108,74,0.037,0.4387833771761507,0.4469294799491763,0.4907397320494056,0.4999895370565355,0.3195761237293482,0.7812201511114836,2279.0289058706694,0.0008775667543523,0.0877566754352301,242.65410794254493,False,True
r1_r3,50,0.9689034369885434,0.9716312056737588,0.9716312056737588,0.9738134206219312,0.9703118019672672,1833,0.9743589743589745,47,0.0235,0.957988347974606,0.9651920991018414,0.9951846092008052,1.0217846767045555,0.85668102838099,1.5885010361671448,1043.8540323733748,0.0019159766959492,0.1915976695949211,111.1418413322063,False,True
r1_r3,100,0.9787234042553192,0.9825422804146208,0.9825422804146208,0.9847244953627932,0.9804231721784912,1833,0.9852700490998364,27,0.0135,1.881322386674583,1.8868176266551016,1.9203812582418325,1.9440399366430936,1.726777059957385,2.136360853910446,531.5410091768458,0.0037626447733491,0.3762644773349166,56.59454739009222,False,True
r1_r3,200,0.9885433715220948,0.9901800327332242,0.9923622476813966,0.9929078014184396,0.9894167587218003,1833,0.993998908892526,11,0.0055,3.762329739285633,3.766775596886873,3.813517384696752,3.850409609731287,3.341239178553224,5.002456018701196,265.7927585554672,0.0075246594785712,0.7524659478571266,28.29964313253213,False,True
r1_r3,500,0.9918166939443536,0.994544462629569,0.995090016366612,0.9972722313147844,0.9932028994878304,1833,0.9983633387888708,3,0.0015,8.913839499698952,8.902198052965105,9.041951806284487,9.160005564335734,8.16763797774911,11.677194153890014,112.18510273084604,0.0178276789993979,1.7827678999397905,11.944638331472312,False,True
r1_r3,1000,0.9929078014184396,0.9956355701036552,0.9967266775777414,0.9983633387888708,0.994154525093502,1833,0.9994544462629568,1,0.0005,17.403547516092658,17.381725599989295,17.477671650703996,17.91209528921172,17.215594882145524,29.164351988583803,57.45954950134868,0.0348070950321853,3.480709503218532,6.117866996383544,True,True
