direction,M,R@1,R@5,R@10,R@20,MRR
r1_r3,10,0.9339879978177851,0.9367157665030006,0.9367157665030006,0.9367157665030006,0.9348517912347699
r1_r3,20,0.955264593562466,0.9579923622476814,0.9596290234588107,0.9596290234588107,0.9565708916772747
r1_r3,50,0.9689034369885434,0.9716312056737588,0.9716312056737588,0.9738134206219312,0.9703118019672673
r1_r3,100,0.9787234042553191,0.9825422804146209,0.9825422804146209,0.9847244953627933,0.9804231721784913
r1_r3,200,0.9885433715220949,0.9901800327332242,0.9923622476813966,0.9929078014184397,0.9894167587218003
r1_r3,500,0.9918166939443536,0.994544462629569,0.9950900163666121,0.9972722313147845,0.9932028994878305
r1_r3,1000,0.9929078014184397,0.9956355701036552,0.9967266775777414,0.9983633387888707,0.994154525093502
