quantile_percent,margin12_threshold,candidate_recall,R@1,R@5,R@20,MRR,mean_ms,median_ms,p95_ms,average_comparisons,failure_count,exit_20_pct,exit_50_pct,exit_100_pct,exit_200_pct,exit_500_pct
50,0.012278467416763306,0.9803600654664485,0.9765411893071467,0.977632296781233,0.9798145117294054,0.9771500013467452,4.356927770539187,0.7902045035734773,9.139384678564966,238.9,43,50.0,2.8000000000000003,1.3,1.0999999999999999,44.800000000000004
60,0.017494702711701393,0.9841789416257501,0.9798145117294054,0.9814511729405346,0.983633387888707,0.9806051750146848,5.2450948668411,8.745310478843749,9.153297415468842,288.6,37,40.0,2.4,1.4000000000000001,1.0,55.2
70,0.023475270718336105,0.9896344789961812,0.9841789416257501,0.9869067103109657,0.989088925259138,0.9855151586480727,6.1496175456559286,8.935808204114437,9.162211348302662,339.125,29,30.0,2.0500000000000003,1.2,0.95,65.8
80,0.031013205647468567,0.994544462629569,0.9885433715220949,0.9912711402073104,0.9934533551554828,0.9898876113934917,7.10121295042336,8.984336047433317,9.166218887548894,392.45,21,20.0,1.6,0.6,0.65,77.14999999999999
90,0.049179546535015106,0.9967266775777414,0.9907255864702673,0.9934533551554828,0.9956355701036552,0.9920698263416641,8.05784852267243,9.013617993332446,9.170591155998409,445.975,17,10.0,0.95,0.25,0.25,88.55
95,0.06599403917789459,0.9978177850518276,0.9912711402073104,0.993998908892526,0.9967266775777414,0.9926573457507875,8.531556258210912,9.023509221151471,9.1755970264785,472.425,16,5.0,0.44999999999999996,0.2,0.25,94.1
