row_type,query_keyframe_id,valid_overlap_query,sc_rank1_correct,best_shift,raw_shift_deg,sc_yaw_proxy_deg,gt_heading_deg,absolute_error_deg,cohort,count,mae_deg,median_ae_deg,p90_ae_deg,pearson,spearman,proxy_gate_pass
per_query,132.0,True,True,0.0,0.0,0.0,1.517420516560918,1.517420516560918,,,,,,,,
per_query,133.0,True,True,0.0,0.0,0.0,1.5115119968546082,1.5115119968546082,,,,,,,,
per_query,134.0,True,True,0.0,0.0,0.0,1.5155182256869466,1.5155182256869466,,,,,,,,
per_query,135.0,True,True,0.0,0.0,0.0,1.5281851542123661,1.5281851542123661,,,,,,,,
per_query,136.0,True,True,0.0,0.0,0.0,1.519740547232118,1.519740547232118,,,,,,,,
per_query,137.0,True,True,0.0,0.0,0.0,1.5002687233292988,1.5002687233292988,,,,,,,,
per_query,138.0,True,True,0.0,0.0,0.0,1.5058859029624045,1.5058859029624045,,,,,,,,
per_query,139.0,True,True,0.0,0.0,0.0,1.5032853985049996,1.5032853985049996,,,,,,,,
per_query,140.0,True,True,0.0,0.0,0.0,1.4884524945515523,1.4884524945515523,,,,,,,,
per_query,141.0,True,True,0.0,0.0,0.0,1.4885554660660318,1.4885554660660318,,,,,,,,
per_query,142.0,True,True,0.0,0.0,0.0,1.478545368754709,1.478545368754709,,,,,,,,
per_query,143.0,True,True,0.0,0.0,0.0,1.4957487432408243,1.4957487432408243,,,,,,,,
per_query,144.0,True,True,0.0,0.0,0.0,1.4840783119126684,1.4840783119126684,,,,,,,,
per_query,145.0,True,True,0.0,0.0,0.0,1.471926726660314,1.471926726660314,,,,,,,,
per_query,146.0,True,True,0.0,0.0,0.0,1.4723560152739879,1.4723560152739879,,,,,,,,
per_query,147.0,True,True,0.0,0.0,0.0,1.4694810796468687,1.4694810796468687,,,,,,,,
per_query,148.0,True,True,0.0,0.0,0.0,1.4595234770422962,1.4595234770422962,,,,,,,,
per_query,149.0,True,True,0.0,0.0,0.0,1.4624084366521686,1.4624084366521686,,,,,,,,
per_query,150.0,True,True,0.0,0.0,0.0,1.4492691018035941,1.4492691018035941,,,,,,,,
per_query,151.0,True,True,0.0,0.0,0.0,1.4574156388935648,1.4574156388935648,,,,,,,,
per_query,152.0,True,True,0.0,0.0,0.0,1.4497532038161296,1.4497532038161296,,,,,,,,
per_query,153.0,True,True,0.0,0.0,0.0,1.449100511547357,1.449100511547357,,,,,,,,
per_query,154.0,True,True,0.0,0.0,0.0,1.4443520572965554,1.4443520572965554,,,,,,,,
per_query,155.0,True,True,0.0,0.0,0.0,1.444776436593969,1.444776436593969,,,,,,,,
per_query,156.0,True,True,0.0,0.0,0.0,1.4444667522479335,1.4444667522479335,,,,,,,,
per_query,157.0,True,True,0.0,0.0,0.0,1.4254310451168806,1.4254310451168806,,,,,,,,
per_query,158.0,True,True,0.0,0.0,0.0,1.4420972685762194,1.4420972685762194,,,,,,,,
per_query,159.0,True,True,0.0,0.0,0.0,1.4317260938849756,1.4317260938849756,,,,,,,,
per_query,160.0,True,True,0.0,0.0,0.0,1.4216951249289878,1.4216951249289878,,,,,,,,
per_query,161.0,True,True,0.0,0.0,0.0,1.4237778820509277,1.4237778820509277,,,,,,,,
per_query,162.0,True,True,0.0,0.0,0.0,1.4200148210349255,1.4200148210349255,,,,,,,,
per_query,163.0,True,True,0.0,0.0,0.0,1.4093031383929144,1.4093031383929144,,,,,,,,
per_query,164.0,True,True,0.0,0.0,0.0,1.420539942713532,1.420539942713532,,,,,,,,
per_query,165.0,True,True,0.0,0.0,0.0,1.4031082063676195,1.4031082063676195,,,,,,,,
per_query,166.0,True,True,0.0,0.0,0.0,1.4096847514476565,1.4096847514476565,,,,,,,,
per_query,167.0,True,True,0.0,0.0,0.0,1.4102683937392158,1.4102683937392158,,,,,,,,
per_query,168.0,True,True,0.0,0.0,0.0,1.3953592588625838,1.3953592588625838,,,,,,,,
per_query,169.0,True,True,0.0,0.0,0.0,1.35863728393889,1.35863728393889,,,,,,,,
per_query,170.0,True,True,0.0,0.0,0.0,1.8883753338681402,1.8883753338681402,,,,,,,,
per_query,171.0,True,True,0.0,0.0,0.0,3.8619988148590494,3.8619988148590494,,,,,,,,
per_query,172.0,True,True,0.0,0.0,0.0,10.699180847262568,10.699180847262568,,,,,,,,
per_query,173.0,True,True,0.0,0.0,0.0,17.247955769173586,17.247955769173586,,,,,,,,
per_query,174.0,True,True,0.0,0.0,0.0,24.792087484266233,24.792087484266233,,,,,,,,
per_query,175.0,True,True,59.0,354.0,6.0,27.71823751192187,21.71823751192187,,,,,,,,
per_query,176.0,True,True,47.0,282.0,78.0,19.700301713883647,58.29969828611635,,,,,,,,
per_query,177.0,True,True,55.0,330.0,30.0,18.13740198507466,11.86259801492534,,,,,,,,
per_query,178.0,True,True,57.0,342.0,18.0,17.16364166387342,0.8363583361265796,,,,,,,,
per_query,179.0,True,True,59.0,354.0,6.0,16.57490335339162,10.574903353391619,,,,,,,,
per_query,180.0,True,True,1.0,6.0,6.0,5.046946997527954,0.9530530024720463,,,,,,,,
per_query,181.0,True,True,3.0,18.0,18.0,4.800551221624914,13.199448778375086,,,,,,,,
per_query,182.0,True,True,57.0,342.0,18.0,5.500128414168557,12.499871585831443,,,,,,,,
