direction,k,valid_overlap_queries,hits,recall
robot1_to_robot3,1,1833,1821,0.9934533551554828
robot1_to_robot3,5,1833,1826,0.9961811238406983
robot1_to_robot3,10,1833,1828,0.9972722313147845
robot1_to_robot3,20,1833,1830,0.9983633387888707
robot1_to_robot3,50,1833,1831,0.9989088925259137
robot1_to_robot3,100,1833,1831,0.9989088925259137
robot1_to_robot3,200,1833,1832,0.9994544462629569
