policy,edge_count,query_coverage,candidate_coverage,SC_rank_counts,quality_median,quality_p10,quality_p90,quality_p95,common_exact_edges,only_top3,only_rank1
TOP3_SANITIZED,139,139,91,"{""1.0"": 106, ""3.0"": 18, ""2.0"": 15}",0.6279181862451949,0.6107701038694617,0.6853585172391478,0.7049908845690603,103,36,17
RANK1_SANITIZED,120,120,91,"{""1"": 120}",0.6341432263093862,0.6125705769762672,0.6920420049883262,0.706816124668292,103,36,17
