loop_id,query_keyframe_id,candidate_keyframe_id,SC_rank,SC_score,GICP_quality,translation_before_m,rotation_before_deg,translation_after_m,rotation_after_deg,robust_weight
0,5,92,1,0.8891443014144897,0.6596468898032009,9.743685839155464,91.07886677021546,8.425028755487354,36.572306896145896,0.12055027691287233
1,8,119,1,0.8966119289398193,0.678860431816943,9.634861590019211,91.14405972949723,1.0440047095415397,6.075513187076393,0.8395728720897001
2,9,87,1,0.9081543684005736,0.6480154914562747,9.811131035725673,91.12427080593348,2.391086848506928,8.459533539201253,0.4591795866450933
3,11,119,1,0.9039719104766846,0.6676052886300643,9.622302024445247,91.1335700388754,0.6182501114214387,0.6031641062957488,1.0
4,12,58,1,0.9114951491355896,0.6489673282012557,86.02445966066473,89.73682942212449,73.1691108370174,63.47388861986348,0.018111499240270557
5,14,89,1,0.8910194635391235,0.6341176054595523,9.777928808041437,91.03805485462392,0.8554045537826652,1.3188408549060768,1.0
6,17,117,1,0.8773153424263,0.6658264012603254,9.568297390936966,91.04442465481516,0.156065500070479,0.8563244026101904,1.0
7,18,87,1,0.873931348323822,0.6229854731873502,9.806961492795248,91.04434147792139,0.3684472978342168,1.6694169428799615,1.0
8,20,117,1,0.8800109028816223,0.6492324084827674,9.623626426668409,90.99235066035872,0.28462081770278536,0.712998278514257,1.0
9,23,89,2,0.8869666457176208,0.6099224292720461,9.773931902933,90.9706548358438,0.4919261460661333,1.5683845173958608,1.0
10,26,43,1,0.8912750482559204,0.6306087462444309,348.2052581293656,121.52581944403597,6.214500215732712,12.398884780583794,0.20101668188394547
11,31,23,2,0.8743505477905273,0.6247108924917398,9.071166357682026,37.90138830687375,85.41579211001007,42.68556963735796,0.015668436867576272
12,32,2,2,0.8891098499298096,0.618907098049625,13.27164640021603,37.548490687042,0.6219016472346454,2.630768016257226,1.0
13,33,43,1,0.9004230499267578,0.624642053898248,348.1698322511601,121.42829113175785,8.294833870376012,17.330722167211224,0.14961222781609518
14,34,87,1,0.8915581107139587,0.6149644896196773,9.822106195811472,90.87015519773045,0.3293329198446408,1.9080702423230131,1.0
15,35,94,2,0.8677418231964111,0.6441339464413606,9.718994925248621,90.73753038800155,0.3109430342882434,2.2630827875430257,1.0
